admin_code;not_null;ipc_1;ipc_2;ipc_3;ipc_4;ipc_5;ipc_2_plus;ipc_3_plus;ipc_4_plus;ipc_1_pct;ipc_2_pct;ipc_3_pct;ipc_4_pct;ipc_5_pct;ipc_2_plus_pct;ipc_3_plus_pct;ipc_4_plus_pct
4825;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4826;;7;13;2;;;15;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4827;;6;15;1;;;16;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4828;;9;13;;;;13;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4829;;8;9;5;;;14;5;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4830;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4831;;9;12;1;;;13;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4832;;7;14;1;;;15;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4833;;9;13;;;;13;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4834;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4835;;9;10;3;;;13;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4836;;6;14;2;;;16;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4837;;9;13;;;;13;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4838;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4839;;8;14;;;;14;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4840;;5;16;1;;;17;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4841;;8;14;;;;14;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4842;;6;14;2;;;16;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4843;;6;10;6;;;16;6;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4844;;9;13;;;;13;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4845;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4846;;9;13;;;;13;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4847;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4848;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4849;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4850;;3;15;4;;;19;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4851;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4852;;8;12;2;;;14;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4853;;8;14;;;;14;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4854;;4;14;4;;;18;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4855;;9;13;;;;13;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4856;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4857;;5;15;2;;;17;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4858;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4859;;3;15;4;;;19;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4860;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4861;;5;13;4;;;17;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4862;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4863;;4;14;4;;;18;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4864;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4865;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4866;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4867;;6;12;4;;;16;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4868;;6;16;;;;16;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4869;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4870;;7;14;1;;;15;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4871;;3;15;4;;;19;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4872;;3;16;3;;;19;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4873;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4874;;4;16;2;;;18;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4875;;8;14;;;;14;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4876;;4;14;4;;;18;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4877;;9;13;;;;13;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4878;;8;14;;;;14;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4879;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4880;;9;13;;;;13;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4881;;3;15;4;;;19;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4882;;5;16;1;;;17;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4883;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4884;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4885;;4;15;3;;;18;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4886;;6;16;;;;16;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4887;;5;16;1;;;17;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4888;;6;12;4;;;16;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4889;;9;12;1;;;13;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4890;;9;11;2;;;13;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4891;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4892;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4893;;6;11;5;;;16;5;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4894;;7;14;1;;;15;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4895;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4896;;6;11;5;;;16;5;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4897;;8;11;3;;;14;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4898;;7;8;7;;;15;7;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4899;;7;13;2;;;15;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4900;;7;13;2;;;15;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4901;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4902;;5;16;1;;;17;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4903;;6;13;3;;;16;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4904;;9;13;;;;13;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4905;;7;11;4;;;15;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4906;;8;14;;;;14;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4907;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4908;;7;15;;;;15;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4909;;7;13;2;;;15;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4910;;7;11;4;;;15;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4911;;9;11;2;;;13;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4912;;8;14;;;;14;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4913;;9;11;2;;;13;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4914;;8;14;;;;14;0;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4915;;7;11;4;;;15;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4916;;8;12;2;;;14;2;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4917;;9;10;3;;;13;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4918;;8;11;3;;;14;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4919;;6;13;3;;;16;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4920;;6;10;6;;;16;6;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4921;;6;12;4;;;16;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4922;;7;11;4;;;15;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4923;;5;11;6;;;17;6;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4924;;4;14;4;;;18;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4925;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4926;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4927;;7;11;4;;;15;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4928;;7;12;3;;;15;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4929;;6;12;4;;;16;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4930;;7;14;1;;;15;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4931;;4;14;4;;;18;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4932;;7;11;4;;;15;4;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4933;;6;15;1;;;16;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4934;;8;11;3;;;14;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4935;;6;13;3;;;16;3;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4936;;8;13;1;;;14;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
4937;;9;12;1;;;13;1;0;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!;#DELING.DOOR.0!
